,id,title,brand,rating,rating_count,pricing,shipping,Image_URL,item_features
417,14-133-844,PNY GeForce RTX 4080 16GB XLR8 Gaming VERTO EPIC-X RGB Overclocked Triple Fan Graphics Card DLSS 3,"PNY Technologies, Inc.",4.4,8,"1,179.99",Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-133-844-34.jpg,"[('Core Clock:', '2205 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '1 x HDMI 2.1'), ('Model #: ', 'VCG408016TFXXPB1-O'), ('Item #: ', 'N82E16814133844'), ('Return Policy: ', '15/30 Return Policy')]"
418,9SIB11NJTB9939,MSI Gaming GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 Video Card RTX 3070 Ti Gaming X Trio 8G,MSI,4.7,142,607.93,$9.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-661-01.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '1 x HDMI 2.1'), ('Card Dimensions (L x H):', '12.72"" x 5.51""'), ('Model #: ', 'RTX3070TGamingXTrio8'), ('Return Policy: ', 'View Return Policy')]"
419,9SIAPNMJTK0856,MSI Gaming GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 Video Card 3070 GAMING Z TRIO 8G LHR,MSI,4.8,75,550.00,$8.68 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-670-V05.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4'), ('HDMI:', '1 x HDMI 2.1'), ('Card Dimensions (L x H):', '12.72"" x 5.51""'), ('Model #: ', 'RTX 3070 GAMING Z TRIO LHR'), ('Return Policy: ', 'View Return Policy')]"
420,14-133-859,PNY GeForce RTX 4060 8GB VERTO Dual Fan Graphics Card DLSS 3,"PNY Technologies, Inc.",,,299.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-133-859-02.jpg,"[('Core Clock:', '1830 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '1 x HDMI 2.1a'), ('Model #: ', 'VCG40608DFXPB1'), ('Item #: ', 'N82E16814133859'), ('Return Policy: ', 'Standard Return Policy')]"
421,9SIBGFDK0V4081,MSI Gaming GeForce GTX 1660 SUPER 6GB GDDR6 PCI Express 3.0 x16 Video Card GTX 1660 SUPER GAMING X,MSI,4.8,167,239.00,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-476-V01.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '1 x HDMI 2.0b'), ('Card Dimensions (L x H):', '9.72"" x 5.00""'), ('Model #: ', '1660SuperGamingX'), ('Return Policy: ', 'View Return Policy')]"
422,14-133-860,PNY GeForce RTX 4060 8GB XLR8 Gaming VERTO RGB Triple Fan Graphics Card DLSS 3,"PNY Technologies, Inc.",,,339.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-133-860-11.jpg,"[('Core Clock:', '1830 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '1 x HDMI 2.1a'), ('Model #: ', 'VCG40608TFXXPB1-O'), ('Item #: ', 'N82E16814133860'), ('Return Policy: ', 'Standard Return Policy')]"
423,9SIA0ZXJT00135,MSI Ventus GeForce RTX 3060 8GB GDDR6 PCI Express 4.0 ATX Video Card RTX 3060 VENTUS 2X 8G OC,MSI,+ 5,6,294.15,Special Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-769-12.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '1 x HDMI 2.1'), ('DirectX:', 'DirectX 12 Ultimate'), ('Model #: ', 'RTX 3060 VENTUS 2X 8G OC'), ('Return Policy: ', 'View Return Policy')]"
424,9SIBMWJJW81745,MSI Ventus GeForce RTX 3070 8GB GDDR6 PCI Express 4.0 Video Card RTX 3070 VENTUS 3X OC,MSI,4.7,93,504.41,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-601-V12.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '1 x HDMI 2.1'), ('Card Dimensions (L x H):', '12.01"" x 4.76""'), ('Model #: ', '3070Ventus3XOC'), ('Return Policy: ', 'View Return Policy')]"
425,9SIBMWJJX13644,MSI Ventus GeForce GTX 1650 4GB GDDR6 PCI Express 3.0 x16 Video Card GTX 1650 D6 Ventus XS OC,MSI,4.6,80,126.49,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-529-V02.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '1 x DisplayPort 1.4a'), ('DVI:', '1 x DL-DVI-D'), ('HDMI:', '1 x HDMI 2.0b'), ('Model #: ', 'GTX1650 D6Ventus XOC'), ('Return Policy: ', 'View Return Policy')]"
426,14-129-221,"Visiontek Radeon 6350 SFF 1GB DDR3 (DVI-I, HDMI, VGA), 900484",VisionTek,,,67.99,$0.05 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-129-221-05.jpg,"[('DVI:', '1 x DVI'), ('HDMI:', '1 x HDMI'), ('Card Dimensions (L x H):', '5.90"" x 2.40""'), ('DirectX:', 'DirectX 11'), ('Model #: ', '900484'), ('Item #: ', 'N82E16814129221'), ('Return Policy: ', 'Standard Return Policy')]"
427,9SIARPHJRH2087,"GIGABYTE AORUS GeForce RTX 3060 ELITE 12G Graphics Card, 3 x WINDFORCE Fans, 12GB 192-bit GDDR6, GV-N3060AORUS E-12GD Video Card",GIGABYTE,4.8,13,417.40,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-400-V05.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '2 x DisplayPort 1.4a'), ('HDMI:', '2 x HDMI 2.1'), ('Card Dimensions (L x H):', '11.65"" x 4.61""'), ('Model #: ', 'GV-N3060AORUS E-12GD'), ('Return Policy: ', 'View Return Policy')]"
428,9SIARPHJRH2069,GIGABYTE AORUS GeForce RTX 3060 ELITE 12GB GDDR6 PCI Express 4.0 ATX Video Card GV-N3060AORUS E-12GD (rev. 2.0) (LHR),GIGABYTE,4.8,96,407.49,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-431-01.jpg,"[('Core Clock:', '1867 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '2 x DisplayPort 1.4a'), ('HDMI:', '2 x HDMI 2.1'), ('Model #: ', 'GV-N3060AORUS E-12GD REV 2.0'), ('Return Policy: ', 'View Return Policy')]"
429,9SIASGMHS27365,"GIGABYTE GeForce RTX 3050 EAGLE OC 8G Graphics Card, 2x WINDFORCE Fans, 8GB GDDR6 128-bit GDDR6, GV-N3050EAGLE OC-8GD Video Card",GIGABYTE,4.8,24,299.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-498-01.jpg,"[('Core Clock:', '1792 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '2 x DisplayPort 1.4a'), ('HDMI:', '2 x HDMI 2.1'), ('Model #: ', 'GV-N3050EAGLE OC-8GD'), ('Return Policy: ', 'View Return Policy')]"
430,9SIAGSCJJY2764,ZOTAC ZT-60405-10L GeForce GT 630 Synergy Edition 4GB 128-bit DDR3 PCI Express 2.0 x16 HDCP Ready  Video Card,ZOTAC,3.4,21,129.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-500-255-07.jpg,"[('Core Clock:', '810 MHz'), ('Max Resolution:', '2560 x 1600'), ('DVI:', '2 x DVI'), ('HDMI:', '1 x mini HDMI'), ('Model #: ', 'ZT-60405-10L'), ('Return Policy: ', 'View Return Policy')]"
431,9SIB1PGFBY5643,MSI Radeon R9 290X GAMING 4GB 512-bit GDDR5 PCI Express 3.0 x16 HDCP Ready CrossFireX Support Video Card,MSI,3.9,45,329.00,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-127-773-17.jpg,"[('Core Clock:', '1040MHz (OC mode) \r\n1030MHz (Gaming mode) \r\n1000MHz (Silent mode)'), ('Max Resolution:', '2560 x 1600'), ('DisplayPort:', '1 x DisplayPort'), ('DVI:', '2 x DVI-D'), ('Model #: ', 'R9 290X GAMING 4G'), ('Return Policy: ', 'View Return Policy')]"
432,9SIBMWJJW81787,ASUS TUF Gaming GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 Video Card TUF-RTX3070TI-O8G-GAMING,ASUS,4.6,197,605.96,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-512-02.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '2 x HDMI'), ('Card Dimensions (L x H):', '11.81"" x 5.00""'), ('Model #: ', 'TUF-RTX3070TI-O8G-GAMING'), ('Return Policy: ', 'View Return Policy')]"
433,14-125-899,GIGABYTE GeForce GT 710 2GB DDR3 PCI Express 2.0 Low Profile Video Card GV-N710D3-2GL REV2.0,GIGABYTE,3.4,7,49.99,Est. Shipping Fee $3.99,https://c1.neweggimages.com/ProductImageCompressAll300/14-125-899-06.jpg,"[('Core Clock:', '954 MHz'), ('Max Resolution:', 'Digital: 4096 x 2160\nAnalog: 2048 x 1536'), ('DVI:', '1 x Dual-link DVI-D'), ('HDMI:', '1 x HDMI'), ('Model #: ', 'GV-N710D3-2GL REV2.0'), ('Item #: ', 'N82E16814125899'), ('Return Policy: ', 'Replacement Only Return Policy')]"
434,9SIB1PGFBY1772,XFX Radeon HD 6950 2GB GDDR5 PCI Express 2.1 x16 CrossFireX Support Video Card with Eyefinity HD-695A-CNFC,XFX,4.8,121,298.00,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-150-518-04.jpg,"[('Core Clock:', '800 MHz'), ('Max Resolution:', '2560 x 1600'), ('DisplayPort:', '2 x Mini DisplayPort'), ('DVI:', '2 x DVI'), ('Model #: ', 'HD-695A-CNFC'), ('Item #: ', '9SIB1PGFBY1772'), ('Return Policy: ', 'View Return Policy')]"
435,9SIAY2WJZZ6945,"GIGABYTE GeForce RTX 3090 EAGLE 24GB Video Card, GV-N3090EAGLE-24GD",GIGABYTE,4.3,7,"1,286.23",$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-366-01.jpg,"[('Core Clock:', '1695 MHz'), ('Max Resolution:', '7680 x 4320 @ 60 Hz'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '2 x HDMI 2.1'), ('Model #: ', 'GV-N3090EAGLE-24GD'), ('Return Policy: ', 'View Return Policy')]"
436,9SIARPHJRH3405,ASUS TUF Gaming GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 Video Card TUF-RTX3070TI-8G-GAMING,ASUS,+ 5,4,605.00,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-513-V04.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '2 x HDMI 2.1'), ('Card Dimensions (L x H):', '11.81"" x 5.00""'), ('Model #: ', 'TUF-RTX3070TI-8G-GAM'), ('Return Policy: ', 'View Return Policy')]"
437,9SIBMWJJXM9594,SAPPHIRE PULSE Radeon RX 580 8GB GDDR5 PCI Express 3.0 x16 CrossFireX Support ATX Video Card 11265-05-20T,Sapphire Tech,4.2,12,309.20,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-202-401-V01.jpg,"[('Max Resolution:', 'DisplayPort: 5120x2880@60Hz\nHDMI: 4096x2160@60Hz\nDVI:2560x1600@60Hz'), ('DisplayPort:', '2 x DisplayPort 1.4'), ('DVI:', '1 x DVI-D'), ('HDMI:', '2 x HDMI'), ('Model #: ', '11265-05-20T'), ('Return Policy: ', 'View Return Policy')]"
438,9SIB1PGFBY1609,GIGABYTE GeForce 8800 GT 512MB GDDR3 PCI Express 2.0 x16 SLI Support Video Card GV-NX88T512H-B,GIGABYTE,4.3,3,199.00,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-125-077-02.jpg,"[('Core Clock:', '600 MHz'), ('Max Resolution:', '2560 x 1600'), ('DVI:', '2 x DVI'), ('DirectX:', 'DirectX 10'), ('Model #: ', 'GV-NX88T512H-B'), ('Item #: ', '9SIB1PGFBY1609'), ('Return Policy: ', 'View Return Policy')]"
439,9SIARPHJT70892,"GIGABYTE GeForce RTX 3080 GAMING OC 10GB Video Card, GV-N3080GAMING OC-10GD",GIGABYTE,4.1,135,753.71,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-329-01.jpg,"[('Max Resolution:', '7680 x 4320 @ 60 Hz'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '2 x HDMI 2.1'), ('Card Dimensions (L x H):', '12.60"" x 5.08""'), ('Model #: ', 'GVN3080GAMINGOC10GD'), ('Return Policy: ', 'View Return Policy')]"
440,9SIAY2WJZW0672,"EVGA GeForce RTX 3080 Ti XC3 ULTRA GAMING Video Card, 12G-P5-3955-KR, 12GB GDDR6X, iCX3 Cooling, ARGB LED, Metal Backplate",EVGA,4.7,50,"1,149.98",Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-487-548-01.jpg,"[('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '1 x HDMI 2.1'), ('Card Dimensions (L x H):', '11.23"" x 4.38""'), ('Slot Width:', '2.2 Slots'), ('Model #: ', '12G-P5-3955-KR'), ('Return Policy: ', 'View Return Policy')]"
441,9SIAYTVENZ1743,MSI Mech Radeon RX 6700 XT 12GB GDDR6 PCI Express 4.0 Video Card RX 6700 XT MECH 2X 12G,MSI,4.4,68,439.99,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-641-01.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4'), ('HDMI:', '1 x HDMI 2.1'), ('Card Dimensions (L x H):', '9.72"" x 5.16""'), ('Model #: ', 'RX 6700 XT MECH 2X 12G'), ('Return Policy: ', 'View Return Policy')]"
442,9SIAH8WJHR2877,MSI Gaming GeForce RTX 2060 Super 8GB GDRR6 256-Bit HDMI/DP G-Sync Turing Architecture Overclocked Graphics Card (RTX 2060 Super VENTUS GP OC),MSI,,,485.68,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A73MS2204190JKTKE13.jpg,"[('Chipset Manufacturer:', 'NVIDIA'), ('Model #: ', '(RTX 2060 Super VENTUS GP OC)'), ('Return Policy: ', 'View Return Policy')]"
443,9SIAPMXEWT0719,ASUS TUF Gaming GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 Video Card TUF-RTX3080TI-O12G-GAMING,ASUS,4.6,129,"1,042.99",Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-509-02.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4a'), ('HDMI:', '2 x HDMI 2.1'), ('Card Dimensions (L x H):', '11.81"" x 5.00""'), ('Model #: ', 'TUF-RTX3080TI-O12G-G'), ('Return Policy: ', 'View Return Policy')]"
444,9SIAH8WJHR2869,"GIGABYTE Radeon RX 6700 XT EAGLE 12G Graphics Card, WINDFORCE 3X Cooling System, 12GB 192-bit GDDR6, GV-R67XTEAGLE-12GD Video Card",GIGABYTE,,,549.57,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/APBUD210407NAT8J.jpg,"[('Model #: ', 'WBHAMD1-4'), ('Return Policy: ', 'View Return Policy')]"
445,9SIA4REJEM6271,EVGA GeForce GT 620 1GB DDR3 PCI Express 2.0 x16 Video Card 01G-P3-2621-KR,EVGA,4.1,15,167.15,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-130-791-14.jpg,"[('Core Clock:', '700 MHz'), ('Max Resolution:', '2560 x 1600'), ('DVI:', '2 x DVI'), ('HDMI:', '1 x mini HDMI'), ('Model #: ', '01G-P3-2621-KR'), ('Return Policy: ', 'View Return Policy')]"
446,9SIAYTVFF79578,ASUS TUF Gaming GeForce GTX 1650 4GB GDDR6 PCI Express 3.0 Video Card TUF-GTX1650-4GD6-P-GAMING,ASUS,4.9,7,137.90,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-463-V01.jpg,"[('Core Clock:', '1410 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '1 x DisplayPort 1.4'), ('DVI:', '1 x DVI-D'), ('Model #: ', 'TUF-GTX1650-4GD6-P-G'), ('Return Policy: ', 'View Return Policy')]"
447,9SIB1PGFBZ0493,EVGA GeForce GTX 960 2GB GDDR5 PCI Express 3.0 x16 SLI Support FTW ACX 2.0+ Video Card 02G-P4-2968-KR,EVGA,+ 5,1,329.00,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-487-100-09.jpg,"[('Core Clock:', '1304 MHz'), ('Max Resolution:', 'Analog: 2048 x 1536\nDigital: 4096 x 2160'), ('DisplayPort:', '3 x DisplayPort'), ('DVI:', '1 x Dual-Link DVI-I'), ('Model #: ', '02G-P4-2968-KR'), ('Return Policy: ', 'View Return Policy')]"
448,9SIB1PGFBY6108,"EVGA GeForce GTX 980 Ti 06G-P4-1996-KR 6GB HYBRID GAMING, ""All in One"" No Hassle Water Cooling, Just Plug and Play Graphics Card",EVGA,4.6,120,465.00,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-487-144-18.jpg,"[('Core Clock:', '1140 MHz'), ('Max Resolution:', 'Analog: 2048 x 1536\r\nDigital: 4096 x 2160'), ('DisplayPort:', '3 x DisplayPort 1.2'), ('DVI:', '1 x Dual-link DVI'), ('Model #: ', '06G-P4-1996-KR'), ('Item #: ', '9SIB1PGFBY6108'), ('Return Policy: ', 'View Return Policy')]"
449,9SIB601GVK1859,"Radeon R9 370 4G War Wolf Video Card,AMD Chip,4GB 256-bit GDDR5,PCI Express 3.0,1×HDMI Interface, 1×DVI Interface,1×DisplayPort Interface",LISM,+ 1,1,199.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/B601S220121HolWH.jpg,"[('Core Clock:', '860 MHz'), ('Max Resolution:', '2560×1440(2K)'), ('DisplayPort:', '1 x DisplayPort'), ('DVI:', '1 x DVI'), ('Model #: ', 'NEW R9 370 4G'), ('Item #: ', '9SIB601GVK1859'), ('Return Policy: ', 'View Return Policy')]"
450,9SIB1PGFBY3304,"EVGA GeForce GTX 980 Ti 06G-P4-4998-KR 6GB CLASSIFIED GAMING w/ACX 2.0+, Whisper Silent Cooling w/ Free Installed Backplate Graphics Card",EVGA,4.6,102,465.00,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-487-146-15.jpg,"[('Core Clock:', '1190 MHz'), ('Max Resolution:', 'Analog: 2048 x 1536\nDigital: 4096 x 2160'), ('DisplayPort:', '3 x DisplayPort'), ('DVI:', '1 x DVI-I'), ('Model #: ', '06G-P4-4998-KR'), ('Return Policy: ', 'View Return Policy')]"
451,9SIAH8WJHR2865,MSI Gaming Radeon RX 6700 XT 12GB GDDR6 PCI Express 4.0 x16 Video Card RX 6700 XT GAMING X 12G,MSI,,,999.00,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/APBUD210521SB0YU.jpg,"[('Model #: ', 'WBHAMD1-7'), ('Return Policy: ', 'View Return Policy')]"
452,9SIB1PGFBZ1270,"EVGA GeForce GTX 960 04G-P4-3966-KR 4GB SSC GAMING w/ACX 2.0+, Whisper Silent Cooling w/ Free Installed Backplate Graphics Card",EVGA,4.5,75,429.00,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-487-128-09.jpg,"[('Core Clock:', '1279 MHz'), ('Max Resolution:', 'Analog: 2048 x 1536\nDigital: 4096 x 2160'), ('DisplayPort:', '3 x DisplayPort'), ('DVI:', '1 x DVI-I'), ('Model #: ', '04G-P4-3966-KR'), ('Return Policy: ', 'View Return Policy')]"
453,9SIB1PGFBX8646,EVGA 640-P2-N829-A1 GeForce 8800GTS 640MB 320-bit GDDR3 PCI Express x16 HDCP Ready SLI Supported Video Card,EVGA,+ 5,13,237.00,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-130-300-12.jpg,"[('Core Clock:', '576 MHz'), ('Max Resolution:', '2560 x 1600'), ('DVI:', '2 x DVI'), ('DirectX:', 'DirectX 10'), ('Model #: ', '640-P2-N829-A1'), ('Return Policy: ', 'View Return Policy')]"
454,9SIASGMHYG8784,"GIGABYTE GeForce RTX 3050 EAGLE OC 8G Video Card,8GB 128-bit GDDR6,PCI Express 4.0,2×HDMI 2.1 Interface, 2×DisplayPort 1.4a Interface",GIGABYTE,+ 5,1,309.45,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A4RES2203180HEVX205.jpg,"[('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '2 x DisplayPort 1.4a'), ('HDMI:', '2 x HDMI 2.1'), ('Card Dimensions (L x H):', '213×120 mm'), ('Model #: ', 'GIGABYTE GeForce RTX 3050 EAGLE OC 8G'), ('Return Policy: ', 'View Return Policy')]"
455,9SIAYTVGZS4190,"GIGABYTE GeForce RTX 3050 GAMING OC 8G Graphics Card, 3x WINDFORCE Fans, 8GB GDDR6 128-bit GDDR6, GV-N3050GAMING OC-8GD Video Card",GIGABYTE,4.8,101,286.80,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-496-S01.jpg,"[('Core Clock:', '1822 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '2 x DisplayPort 1.4a'), ('HDMI:', '2 x HDMI 2.1'), ('Model #: ', 'GV-N3050GAMING OC-8GD'), ('Return Policy: ', 'View Return Policy')]"
456,9SIBBN9JF27729,ZOTAC GeForce GT 1030 2GB GDDR5 64-bit PCIe 3.0 DirectX 12 HDCP Ready Low Profile Video Card ZT-P10300A-10L,ZOTAC,,,139.77,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AG7R_131971754954632249iW52Nu2sD7.jpg,"[('Core Clock:', '1227 MHz'), ('DVI:', '1 x SL-DVI-D'), ('HDMI:', '1 x HDMI 2.0b'), ('Card Dimensions (L x H):', '6.77"" x 4.38""'), ('Model #: ', 'z*P10300A-10L'), ('Return Policy: ', 'View Return Policy')]"
457,9SIAPMXH7T3058,ASUS ROG Strix GeForce RTX 3080 10GB GDDR6X PCI Express 4.0 Video Card ROG-STRIX-RTX3080-O10G-WHITE,ASUS,4.9,15,"1,288.00",Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-126-483-V19.jpg,"[('Core Clock:', '1935 MHz'), ('DisplayPort:', 'Native x 3'), ('HDMI:', 'Native x 2 (2.1)'), ('Chipset Manufacturer:', 'NVIDIA'), ('Model #: ', 'STRIXRTX3080O10G-WHT'), ('Return Policy: ', 'View Return Policy')]"
458,9SIAPMXFNB4578,"GIGABYTE Radeon RX 6600 XT GAMING OC 8G Graphics Card, WINDFORCE 3X Cooling System, 8GB 128-bit GDDR6, GV-R66XTGAMING OC-8GD Video Card",GIGABYTE,,,464.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/APMXS210824TXf6i.jpg,"[('Model #: ', 'XLR-39'), ('Return Policy: ', 'View Return Policy')]"
459,9SIBBN9JJ88684,ZOTAC GeForce GT 730 4GB DirectX 12 (feature level 11_0) ZT-71115-20L 64-Bit DDR3 PCI Express 2.0 Zone Edition Video Graphics Card,ZOTAC,,,119.93,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A73M_131672410717739988wleCFDu9m9.jpg,"[('Core Clock:', '902 MHz'), ('Max Resolution:', '2560 x 1600 (120 Hz) (DL-DVI)'), ('DVI:', '1 x DL-DVI'), ('HDMI:', '1 x HDMI'), ('Model #: ', 'sdfa34re'), ('Return Policy: ', 'View Return Policy')]"
460,9SIARPHJRH2082,GIGABYTE Gaming OC PRO GeForce RTX 3060 Ti 8GB GDDR6 PCI Express 4.0 ATX Video Card GV-N306TGAMINGOC PRO-8GD (rev. 3.0) (LHR),GIGABYTE,4.6,122,450.14,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-932-453-V11.jpg,"[('Core Clock:', '1770 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '2 x DisplayPort 1.4a'), ('HDMI:', '2 x HDMI 2.1'), ('Model #: ', 'GV-N306TGAMINGOCPRO8'), ('Return Policy: ', 'View Return Policy')]"
461,9SIB1PGJPK5175,EVGA GeForce 3070 Ti RTX FTW3 ULTRA GAMING 8GB Graphics Card,EVGA,,,925.00,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/B7VES22033006VOCDAC.jpg,"[('Model #: ', 'BE-08G-P5-3797-KL'), ('Return Policy: ', 'View Return Policy')]"
462,9SIB1PGFC01269,NVIDIA GeForce GTX 1070 8GB Founders Edition GDDR5 PCI Express 3.0 Graphics Card,NVIDIA,,,579.00,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A6V6_131854924755517480tHMI8JIQcF.jpg,"[('Core Clock:', '1506 Mhz'), ('Boost Clock:', '1683 Mhz'), ('CUDA Cores:', '1920 Cores'), ('OpenGL:', 'OpenGL 4.5'), ('Model #: ', 'B07F7LRXGT'), ('Return Policy: ', 'View Return Policy')]"
463,9SIB1PGFBW8711,EVGA NVIDIA GeForce GTX 960 2GB GDDR5 DVI/HDMI/3DisplayPort pci-e Video,NVIDIA,,,329.00,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/A30R_1_2016062770277175.jpg,"[('Memory Interface:', '128-Bit'), ('Cooler:', 'With Fan'), ('Model #: ', 'SNVC66661'), ('Item #: ', '9SIB1PGFBW8711'), ('Return Policy: ', 'View Return Policy')]"
464,9SIB1PGFBW3513,PNY NVIDIA Quadro K2200 4GB GDDR5 DVI/2DisplayPorts PCI-Express Video Card VCQK2200-PB,"PNY Technologies, Inc.",,,185.00,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AE7U_1_20170930413944297.jpg,"[('Model #: ', '-00NGZ5RLS'), ('Item #: ', '9SIB1PGFBW3513'), ('Return Policy: ', 'View Return Policy')]"
465,9SIARPHJJP0697,"GIGABYTE GeForce GTX 1660 OC 6G Graphics Card, 2 x WINDFORCE Fans, 6GB 192-Bit GDDR5, GV-N1660OC-6GD Video Card",GIGABYTE,+ 4,3,170.00,$49.99 Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/AWZTS210327QIic7.jpg,"[('Core Clock:', '1830 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '3 x DisplayPort 1.4'), ('HDMI:', '1 x HDMI 2.0b'), ('Model #: ', 'SEWY1VOOM23486OY'), ('Return Policy: ', 'View Return Policy')]"
466,9SIBJR8JMD9064,MSI GeForce GTX 1050 Ti 4GB GDDR5 PCI Express 3.0 x16 ATX Video Card GTX 1050 Ti 4GT OC,MSI,4.5,155,183.99,Free Shipping,https://c1.neweggimages.com/ProductImageCompressAll300/14-137-055-08.jpg,"[('Core Clock:', '1341 MHz'), ('Max Resolution:', '7680 x 4320'), ('DisplayPort:', '1 x DisplayPort 1.4'), ('DVI:', '1 x DL-DVI-D'), ('Model #: ', 'GTX 1050 Ti 4GT OC'), ('Return Policy: ', 'View Return Policy')]"
